        Date        , GPU Clock [MHz] , Memory Clock [MHz] , GPU Temperature [°C] , Hot Spot [°C] , GPU Chip Power Draw [W] , CPU Temperature [°C] ,
2025-02-05 03:25:18 ,         960.0   ,           1375.2   ,               60.7   ,        72.8   ,                   0.0   ,               79.0   ,
2025-02-05 03:25:19 ,         960.0   ,           1375.2   ,               60.2   ,        71.9   ,                   0.0   ,               75.0   ,
2025-02-05 03:25:20 ,         960.0   ,           1375.2   ,               59.8   ,        71.6   ,                   0.0   ,               77.0   ,
2025-02-05 03:25:21 ,         960.0   ,           1375.2   ,               59.6   ,        71.4   ,                   0.0   ,               79.0   ,
2025-02-05 03:25:22 ,         960.0   ,           1375.2   ,               59.4   ,        71.3   ,                   0.0   ,               79.0   ,
2025-02-05 03:25:23 ,         960.0   ,           1375.2   ,               59.0   ,        71.0   ,                   0.0   ,               78.0   ,
2025-02-05 03:25:24 ,         960.0   ,           1375.2   ,               58.9   ,        70.8   ,                   0.0   ,               77.0   ,
2025-02-05 03:25:25 ,         960.0   ,           1375.2   ,               58.7   ,        70.5   ,                   0.0   ,               78.0   ,
2025-02-05 03:25:26 ,         960.0   ,           1375.2   ,               58.6   ,        70.6   ,                   0.0   ,               79.0   ,
2025-02-05 03:25:27 ,         960.0   ,           1375.2   ,               58.4   ,        70.3   ,                   0.0   ,               77.0   ,
2025-02-05 03:25:28 ,         960.0   ,           1375.2   ,               58.3   ,        70.2   ,                   0.0   ,               78.0   ,
2025-02-05 03:25:29 ,         960.0   ,           1375.2   ,               58.2   ,        70.0   ,                   0.0   ,               77.0   ,
2025-02-05 03:25:30 ,         960.0   ,           1375.2   ,               57.9   ,        69.7   ,                   0.0   ,               79.0   ,
2025-02-05 03:25:31 ,         960.0   ,           1375.2   ,               57.8   ,        69.6   ,                   0.0   ,               87.0   ,
2025-02-05 03:25:32 ,         960.0   ,           1375.2   ,               57.7   ,        69.4   ,                   0.0   ,               77.0   ,
2025-02-05 03:25:33 ,         960.0   ,           1375.2   ,               57.5   ,        69.3   ,                   0.0   ,               78.0   ,
2025-02-05 03:25:34 ,         960.0   ,           1375.2   ,               57.4   ,        69.2   ,                   0.0   ,               74.0   ,
2025-02-05 03:25:35 ,         960.0   ,           1375.2   ,               57.3   ,        68.8   ,                   0.0   ,               75.0   ,
2025-02-05 03:25:36 ,         960.0   ,           1375.2   ,               57.1   ,        68.8   ,                   0.0   ,               73.0   ,
2025-02-05 03:25:37 ,         960.0   ,           1375.2   ,               57.2   ,        69.0   ,                   0.0   ,               76.0   ,
2025-02-05 03:25:38 ,        1050.0   ,           1375.2   ,               58.9   ,        71.7   ,                   0.0   ,               81.0   ,
2025-02-05 03:25:39 ,        1095.0   ,           1375.2   ,               59.8   ,        73.1   ,                   0.0   ,               84.0   ,
